Date,Hour,Solar Radiation
4/18/24,3:00:00 AM,0
4/18/24,4:00:00 AM,0
4/18/24,5:00:00 AM,0
4/18/24,6:00:00 AM,6
4/18/24,7:00:00 AM,33
4/18/24,8:00:00 AM,114
4/18/24,9:00:00 AM,189
4/18/24,10:00:00 AM,217
4/18/24,11:00:00 AM,288
4/18/24,12:00:00 PM,371
4/18/24,1:00:00 PM,291
4/18/24,2:00:00 PM,364
4/18/24,3:00:00 PM,429
4/18/24,4:00:00 PM,266
4/18/24,5:00:00 PM,200
4/18/24,6:00:00 PM,80
4/18/24,7:00:00 PM,14
4/18/24,8:00:00 PM,0
4/18/24,9:00:00 PM,0
4/18/24,10:00:00 PM,0
4/18/24,11:00:00 PM,0
4/19/24,12:00:00 AM,0
4/19/24,1:00:00 AM,0
4/19/24,2:00:00 AM,0
4/19/24,3:00:00 AM,0
4/19/24,4:00:00 AM,0
4/19/24,5:00:00 AM,0
4/19/24,6:00:00 AM,9
4/19/24,7:00:00 AM,71
4/19/24,8:00:00 AM,170
4/19/24,9:00:00 AM,237
4/19/24,10:00:00 AM,251
4/19/24,11:00:00 AM,287
4/19/24,12:00:00 PM,310
4/19/24,1:00:00 PM,172
4/19/24,2:00:00 PM,201
4/19/24,3:00:00 PM,217
4/19/24,4:00:00 PM,139
4/19/24,5:00:00 PM,115
4/19/24,6:00:00 PM,80
4/19/24,7:00:00 PM,14
4/19/24,8:00:00 PM,0
4/19/24,9:00:00 PM,0
4/19/24,10:00:00 PM,0
4/19/24,11:00:00 PM,0
4/20/24,12:00:00 AM,0
4/20/24,1:00:00 AM,0
4/20/24,2:00:00 AM,0
4/20/24,3:00:00 AM,0
4/20/24,4:00:00 AM,0
4/20/24,5:00:00 AM,0
4/20/24,6:00:00 AM,3
4/20/24,7:00:00 AM,58
4/20/24,8:00:00 AM,101
4/20/24,9:00:00 AM,179
4/20/24,10:00:00 AM,434
4/20/24,11:00:00 AM,670
4/20/24,12:00:00 PM,744
4/20/24,1:00:00 PM,895
4/20/24,2:00:00 PM,747
4/20/24,3:00:00 PM,654
4/20/24,4:00:00 PM,574
4/20/24,5:00:00 PM,382
4/20/24,6:00:00 PM,179
4/20/24,7:00:00 PM,20
4/20/24,8:00:00 PM,0
4/20/24,9:00:00 PM,0
4/20/24,10:00:00 PM,0
4/20/24,11:00:00 PM,0
4/21/24,12:00:00 AM,0
4/21/24,1:00:00 AM,0
4/21/24,2:00:00 AM,0
4/21/24,3:00:00 AM,0
4/21/24,4:00:00 AM,0
4/21/24,5:00:00 AM,0
4/21/24,6:00:00 AM,29
4/21/24,7:00:00 AM,193
4/21/24,8:00:00 AM,198
4/21/24,9:00:00 AM,215
4/21/24,10:00:00 AM,260
4/21/24,11:00:00 AM,327
4/21/24,12:00:00 PM,422
4/21/24,1:00:00 PM,520
4/21/24,2:00:00 PM,421
4/21/24,3:00:00 PM,316
4/21/24,4:00:00 PM,275
4/21/24,5:00:00 PM,147
4/21/24,6:00:00 PM,90
4/21/24,7:00:00 PM,32
4/21/24,8:00:00 PM,0
4/21/24,9:00:00 PM,0
4/21/24,10:00:00 PM,0
4/21/24,11:00:00 PM,0
4/22/24,12:00:00 AM,0
4/22/24,1:00:00 AM,0
4/22/24,2:00:00 AM,0
4/22/24,3:00:00 AM,0
4/22/24,4:00:00 AM,0
4/22/24,5:00:00 AM,0
4/22/24,6:00:00 AM,34
4/22/24,7:00:00 AM,201
4/22/24,8:00:00 AM,402
4/22/24,9:00:00 AM,593
4/22/24,10:00:00 AM,752
4/22/24,11:00:00 AM,865
4/22/24,12:00:00 PM,924
4/22/24,1:00:00 PM,925
4/22/24,2:00:00 PM,862
4/22/24,3:00:00 PM,742
4/22/24,4:00:00 PM,579
4/22/24,5:00:00 PM,386
4/22/24,6:00:00 PM,173
4/22/24,7:00:00 PM,26
4/22/24,8:00:00 PM,0
4/22/24,9:00:00 PM,0
4/22/24,10:00:00 PM,0
4/22/24,11:00:00 PM,0
4/23/24,12:00:00 AM,0
4/23/24,1:00:00 AM,0
4/23/24,2:00:00 AM,0
4/23/24,3:00:00 AM,0
4/23/24,4:00:00 AM,0
4/23/24,5:00:00 AM,0
4/23/24,6:00:00 AM,42
4/23/24,7:00:00 AM,211
4/23/24,8:00:00 AM,402
4/23/24,9:00:00 AM,598
4/23/24,10:00:00 AM,727
4/23/24,11:00:00 AM,858
4/23/24,12:00:00 PM,915
4/23/24,1:00:00 PM,911
4/23/24,2:00:00 PM,852
4/23/24,3:00:00 PM,700
4/23/24,4:00:00 PM,524
4/23/24,5:00:00 PM,389
4/23/24,6:00:00 PM,156
4/23/24,7:00:00 PM,23
4/23/24,8:00:00 PM,0
4/23/24,9:00:00 PM,0
4/23/24,10:00:00 PM,0
4/23/24,11:00:00 PM,0
4/24/24,12:00:00 AM,0
4/24/24,1:00:00 AM,0
4/24/24,2:00:00 AM,0
4/24/24,3:00:00 AM,0
4/24/24,4:00:00 AM,0
4/24/24,5:00:00 AM,0
4/24/24,6:00:00 AM,8
4/24/24,7:00:00 AM,27
4/24/24,8:00:00 AM,80
4/24/24,9:00:00 AM,382
4/24/24,10:00:00 AM,489
4/24/24,11:00:00 AM,811
4/24/24,12:00:00 PM,690
4/24/24,1:00:00 PM,540
4/24/24,2:00:00 PM,806
4/24/24,3:00:00 PM,670
4/24/24,4:00:00 PM,573
4/24/24,5:00:00 PM,400
4/24/24,6:00:00 PM,178
4/24/24,7:00:00 PM,28
4/24/24,8:00:00 PM,0
4/24/24,9:00:00 PM,0
4/24/24,10:00:00 PM,0
4/24/24,11:00:00 PM,0
4/25/24,12:00:00 AM,0
4/25/24,1:00:00 AM,0
4/25/24,2:00:00 AM,0
4/25/24,3:00:00 AM,0
4/25/24,4:00:00 AM,0
4/25/24,5:00:00 AM,0
4/25/24,6:00:00 AM,8
4/25/24,7:00:00 AM,76
4/25/24,8:00:00 AM,188
4/25/24,9:00:00 AM,256
4/25/24,10:00:00 AM,425
4/25/24,11:00:00 AM,675
4/25/24,12:00:00 PM,940
4/25/24,1:00:00 PM,889
4/25/24,2:00:00 PM,591
4/25/24,3:00:00 PM,390
4/25/24,4:00:00 PM,250
4/25/24,5:00:00 PM,291
4/25/24,6:00:00 PM,77
4/25/24,7:00:00 PM,22
4/25/24,8:00:00 PM,0
4/25/24,9:00:00 PM,0
4/25/24,10:00:00 PM,0
4/25/24,11:00:00 PM,0
4/26/24,12:00:00 AM,0
4/26/24,1:00:00 AM,0
4/26/24,2:00:00 AM,0
4/26/24,3:00:00 AM,0
4/26/24,4:00:00 AM,0
4/26/24,5:00:00 AM,0
4/26/24,6:00:00 AM,48
4/26/24,7:00:00 AM,220
4/26/24,8:00:00 AM,415
4/26/24,9:00:00 AM,606
4/26/24,10:00:00 AM,767
4/26/24,11:00:00 AM,880
4/26/24,12:00:00 PM,938
4/26/24,1:00:00 PM,934
4/26/24,2:00:00 PM,873
4/26/24,3:00:00 PM,755
4/26/24,4:00:00 PM,590
4/26/24,5:00:00 PM,407
4/26/24,6:00:00 PM,198
4/26/24,7:00:00 PM,35
4/26/24,8:00:00 PM,0
4/26/24,9:00:00 PM,0
4/26/24,10:00:00 PM,0
4/26/24,11:00:00 PM,0
4/27/24,12:00:00 AM,0
4/27/24,1:00:00 AM,0
4/27/24,2:00:00 AM,0
4/27/24,3:00:00 AM,0
4/27/24,4:00:00 AM,0
4/27/24,5:00:00 AM,0
4/27/24,6:00:00 AM,30
4/27/24,7:00:00 AM,67
4/27/24,8:00:00 AM,155
4/27/24,9:00:00 AM,154
4/27/24,10:00:00 AM,213
4/27/24,11:00:00 AM,232
4/27/24,12:00:00 PM,176
4/27/24,1:00:00 PM,109
4/27/24,2:00:00 PM,144
4/27/24,3:00:00 PM,157
4/27/24,4:00:00 PM,125
4/27/24,5:00:00 PM,130
4/27/24,6:00:00 PM,86
4/27/24,7:00:00 PM,18
4/27/24,8:00:00 PM,0
4/27/24,9:00:00 PM,0
4/27/24,10:00:00 PM,0
4/27/24,11:00:00 PM,0
4/28/24,12:00:00 AM,0
4/28/24,1:00:00 AM,0
4/28/24,2:00:00 AM,0
4/28/24,3:00:00 AM,0
4/28/24,4:00:00 AM,0
4/28/24,5:00:00 AM,0
4/28/24,6:00:00 AM,9
4/28/24,7:00:00 AM,83
4/28/24,8:00:00 AM,235
4/28/24,9:00:00 AM,575
4/28/24,10:00:00 AM,717
4/28/24,11:00:00 AM,819
4/28/24,12:00:00 PM,888
4/28/24,1:00:00 PM,884
4/28/24,2:00:00 PM,797
4/28/24,3:00:00 PM,674
4/28/24,4:00:00 PM,526
4/28/24,5:00:00 PM,342
4/28/24,6:00:00 PM,158
4/28/24,7:00:00 PM,37
4/28/24,8:00:00 PM,0
4/28/24,9:00:00 PM,0
4/28/24,10:00:00 PM,0
4/28/24,11:00:00 PM,0
4/29/24,12:00:00 AM,0
4/29/24,1:00:00 AM,0
4/29/24,2:00:00 AM,0
4/29/24,3:00:00 AM,0
4/29/24,4:00:00 AM,0
4/29/24,5:00:00 AM,0
4/29/24,6:00:00 AM,39
4/29/24,7:00:00 AM,202
4/29/24,8:00:00 AM,391
4/29/24,9:00:00 AM,569
4/29/24,10:00:00 AM,710
4/29/24,11:00:00 AM,818
4/29/24,12:00:00 PM,856
4/29/24,1:00:00 PM,610
4/29/24,2:00:00 PM,697
4/29/24,3:00:00 PM,426
4/29/24,4:00:00 PM,435
4/29/24,5:00:00 PM,219
4/29/24,6:00:00 PM,181
4/29/24,7:00:00 PM,33
4/29/24,8:00:00 PM,0
4/29/24,9:00:00 PM,0
4/29/24,10:00:00 PM,0
4/29/24,11:00:00 PM,0
4/30/24,12:00:00 AM,0
4/30/24,1:00:00 AM,0
4/30/24,2:00:00 AM,0
4/30/24,3:00:00 AM,0
4/30/24,4:00:00 AM,0
4/30/24,5:00:00 AM,1
4/30/24,6:00:00 AM,61
4/30/24,7:00:00 AM,221
4/30/24,8:00:00 AM,376
4/30/24,9:00:00 AM,519
4/30/24,10:00:00 AM,664
4/30/24,11:00:00 AM,775
4/30/24,12:00:00 PM,856
4/30/24,1:00:00 PM,891
4/30/24,2:00:00 PM,785
4/30/24,3:00:00 PM,729
4/30/24,4:00:00 PM,319
4/30/24,5:00:00 PM,325
4/30/24,6:00:00 PM,102
4/30/24,7:00:00 PM,19
4/30/24,8:00:00 PM,0
4/30/24,9:00:00 PM,0
4/30/24,10:00:00 PM,0
4/30/24,11:00:00 PM,0
5/1/24,12:00:00 AM,0
5/1/24,1:00:00 AM,0
5/1/24,2:00:00 AM,0
5/1/24,3:00:00 AM,0
5/1/24,4:00:00 AM,0
5/1/24,5:00:00 AM,0
5/1/24,6:00:00 AM,45
5/1/24,7:00:00 AM,223
5/1/24,8:00:00 AM,414
5/1/24,9:00:00 AM,610
5/1/24,10:00:00 AM,751
5/1/24,11:00:00 AM,677
5/1/24,12:00:00 PM,862
5/1/24,1:00:00 PM,825
5/1/24,2:00:00 PM,821
5/1/24,3:00:00 PM,714
5/1/24,4:00:00 PM,520
5/1/24,5:00:00 PM,300
5/1/24,6:00:00 PM,212
5/1/24,7:00:00 PM,47
5/1/24,8:00:00 PM,0
5/1/24,9:00:00 PM,0
5/1/24,10:00:00 PM,0
5/1/24,11:00:00 PM,0
5/7/24,12:00:00 AM,0
5/7/24,1:00:00 AM,0
5/7/24,2:00:00 AM,0
5/7/24,3:00:00 AM,0
5/7/24,4:00:00 AM,0
5/7/24,5:00:00 AM,0
5/7/24,6:00:00 AM,31
5/7/24,7:00:00 AM,216
5/7/24,8:00:00 AM,421
5/7/24,9:00:00 AM,595
5/7/24,10:00:00 AM,600
5/7/24,11:00:00 AM,809
5/7/24,12:00:00 PM,900
5/7/24,1:00:00 PM,901
5/7/24,2:00:00 PM,730
5/7/24,3:00:00 PM,586
5/7/24,4:00:00 PM,268
5/7/24,5:00:00 PM,233
5/7/24,6:00:00 PM,113
5/7/24,7:00:00 PM,36
5/7/24,8:00:00 PM,0
5/7/24,9:00:00 PM,0
5/7/24,10:00:00 PM,0
5/7/24,11:00:00 PM,0
5/8/24,12:00:00 AM,0
5/8/24,1:00:00 AM,0
5/8/24,2:00:00 AM,0
5/8/24,3:00:00 AM,0
5/8/24,4:00:00 AM,0
5/8/24,5:00:00 AM,0
5/8/24,6:00:00 AM,11
5/8/24,7:00:00 AM,55
5/8/24,8:00:00 AM,168
5/8/24,9:00:00 AM,370
5/8/24,10:00:00 AM,576
5/8/24,11:00:00 AM,708
5/8/24,12:00:00 PM,758
5/8/24,1:00:00 PM,822
5/8/24,2:00:00 PM,834
5/8/24,3:00:00 PM,578
5/8/24,4:00:00 PM,476
5/8/24,5:00:00 PM,355
5/8/24,6:00:00 PM,135
5/8/24,7:00:00 PM,41
5/8/24,8:00:00 PM,1
5/8/24,9:00:00 PM,0
5/8/24,10:00:00 PM,0
5/8/24,11:00:00 PM,0
5/9/24,12:00:00 AM,0
5/9/24,1:00:00 AM,0
5/9/24,2:00:00 AM,0
5/9/24,3:00:00 AM,0
5/9/24,4:00:00 AM,0
5/9/24,5:00:00 AM,1
5/9/24,6:00:00 AM,24
5/9/24,7:00:00 AM,112
5/9/24,8:00:00 AM,212
5/9/24,9:00:00 AM,261
5/9/24,10:00:00 AM,208
5/9/24,11:00:00 AM,258
5/9/24,12:00:00 PM,299
5/9/24,1:00:00 PM,273
5/9/24,2:00:00 PM,247
5/9/24,3:00:00 PM,212
5/9/24,4:00:00 PM,157
5/9/24,5:00:00 PM,71
5/9/24,6:00:00 PM,24
5/9/24,7:00:00 PM,7
5/9/24,8:00:00 PM,0
5/9/24,9:00:00 PM,0
5/9/24,10:00:00 PM,0
5/9/24,11:00:00 PM,0
5/10/24,12:00:00 AM,0
5/10/24,1:00:00 AM,0
5/10/24,2:00:00 AM,0
5/10/24,3:00:00 AM,0
5/10/24,4:00:00 AM,0
5/10/24,5:00:00 AM,0
5/10/24,6:00:00 AM,7
5/10/24,7:00:00 AM,17
5/10/24,8:00:00 AM,28
5/10/24,9:00:00 AM,54
5/10/24,10:00:00 AM,107
5/10/24,11:00:00 AM,159
5/10/24,12:00:00 PM,135
5/10/24,1:00:00 PM,155
5/10/24,2:00:00 PM,180
5/10/24,3:00:00 PM,120
5/10/24,4:00:00 PM,97
5/10/24,5:00:00 PM,71
5/10/24,6:00:00 PM,27
5/10/24,7:00:00 PM,8
5/10/24,8:00:00 PM,0
5/10/24,9:00:00 PM,0
5/10/24,10:00:00 PM,0
5/10/24,11:00:00 PM,0
5/11/24,12:00:00 AM,0
5/11/24,1:00:00 AM,0
5/11/24,2:00:00 AM,0
5/11/24,3:00:00 AM,0
5/11/24,4:00:00 AM,0
5/11/24,5:00:00 AM,2
5/11/24,6:00:00 AM,83
5/11/24,7:00:00 AM,258
5/11/24,8:00:00 AM,454
5/11/24,9:00:00 AM,597
5/11/24,10:00:00 AM,767
5/11/24,11:00:00 AM,860
5/11/24,12:00:00 PM,948
5/11/24,1:00:00 PM,950
5/11/24,2:00:00 PM,728
5/11/24,3:00:00 PM,467
5/11/24,4:00:00 PM,398
5/11/24,5:00:00 PM,152
5/11/24,6:00:00 PM,183
5/11/24,7:00:00 PM,16
5/11/24,8:00:00 PM,0
5/11/24,9:00:00 PM,0
5/11/24,10:00:00 PM,0
5/11/24,11:00:00 PM,0
5/12/24,12:00:00 AM,0
5/12/24,1:00:00 AM,0
5/12/24,2:00:00 AM,0
5/12/24,3:00:00 AM,0
5/12/24,4:00:00 AM,0
5/12/24,5:00:00 AM,0
5/12/24,6:00:00 AM,6
5/12/24,7:00:00 AM,19
5/12/24,8:00:00 AM,126
5/12/24,9:00:00 AM,285
5/12/24,10:00:00 AM,275
5/12/24,11:00:00 AM,464
5/12/24,12:00:00 PM,454
5/12/24,1:00:00 PM,343
5/12/24,2:00:00 PM,353
5/12/24,3:00:00 PM,326
5/12/24,4:00:00 PM,193
5/12/24,5:00:00 PM,213
5/12/24,6:00:00 PM,37
5/12/24,7:00:00 PM,15
5/12/24,8:00:00 PM,1
5/12/24,9:00:00 PM,0
5/12/24,10:00:00 PM,0
5/12/24,11:00:00 PM,0
5/13/24,12:00:00 AM,0
5/13/24,1:00:00 AM,0
5/13/24,2:00:00 AM,0
5/13/24,3:00:00 AM,0
5/13/24,4:00:00 AM,0
5/13/24,5:00:00 AM,1
5/13/24,6:00:00 AM,22
5/13/24,7:00:00 AM,98
5/13/24,8:00:00 AM,204
5/13/24,9:00:00 AM,386
5/13/24,10:00:00 AM,448
5/13/24,11:00:00 AM,658
5/13/24,12:00:00 PM,927
5/13/24,1:00:00 PM,906
5/13/24,2:00:00 PM,905
5/13/24,3:00:00 PM,761
5/13/24,4:00:00 PM,605
5/13/24,5:00:00 PM,422
5/13/24,6:00:00 PM,232
5/13/24,7:00:00 PM,65
5/13/24,8:00:00 PM,1
5/13/24,9:00:00 PM,0
5/13/24,10:00:00 PM,0
5/13/24,11:00:00 PM,0
5/14/24,12:00:00 AM,0
5/14/24,1:00:00 AM,0
5/14/24,2:00:00 AM,0
5/14/24,3:00:00 AM,0
5/14/24,4:00:00 AM,0
5/14/24,5:00:00 AM,3
5/14/24,6:00:00 AM,83
5/14/24,7:00:00 AM,133
5/14/24,8:00:00 AM,222
5/14/24,9:00:00 AM,292
5/14/24,10:00:00 AM,493
5/14/24,11:00:00 AM,413
5/14/24,12:00:00 PM,528
5/14/24,1:00:00 PM,302
5/14/24,2:00:00 PM,192
5/14/24,3:00:00 PM,216
5/14/24,4:00:00 PM,60
5/14/24,5:00:00 PM,58
5/14/24,6:00:00 PM,17
5/14/24,7:00:00 PM,5
5/14/24,8:00:00 PM,0
5/14/24,9:00:00 PM,0
5/14/24,10:00:00 PM,0
5/14/24,11:00:00 PM,0
5/15/24,12:00:00 AM,0
5/15/24,1:00:00 AM,0
5/15/24,2:00:00 AM,0
5/15/24,3:00:00 AM,0
5/15/24,4:00:00 AM,0
5/15/24,5:00:00 AM,0
5/15/24,6:00:00 AM,14
5/15/24,7:00:00 AM,47
5/15/24,8:00:00 AM,85
5/15/24,9:00:00 AM,149
5/15/24,10:00:00 AM,287
5/15/24,11:00:00 AM,245
5/15/24,12:00:00 PM,145
5/15/24,1:00:00 PM,410
5/15/24,2:00:00 PM,285
5/15/24,3:00:00 PM,163
5/15/24,4:00:00 PM,184
5/15/24,5:00:00 PM,83
5/15/24,6:00:00 PM,85
5/15/24,7:00:00 PM,32
5/15/24,8:00:00 PM,1
5/15/24,9:00:00 PM,0
5/15/24,10:00:00 PM,0
5/15/24,11:00:00 PM,0
5/16/24,12:00:00 AM,0
5/16/24,1:00:00 AM,0
5/16/24,2:00:00 AM,0
5/16/24,3:00:00 AM,0
5/16/24,4:00:00 AM,0
5/16/24,5:00:00 AM,3
5/16/24,6:00:00 AM,78
5/16/24,7:00:00 AM,246
5/16/24,8:00:00 AM,361
5/16/24,9:00:00 AM,291
5/16/24,10:00:00 AM,327
5/16/24,11:00:00 AM,292
5/16/24,12:00:00 PM,351
5/16/24,1:00:00 PM,421
5/16/24,2:00:00 PM,757
5/16/24,3:00:00 PM,647
5/16/24,4:00:00 PM,301
5/16/24,5:00:00 PM,167
5/16/24,6:00:00 PM,108
5/16/24,7:00:00 PM,26
5/16/24,8:00:00 PM,1
5/16/24,9:00:00 PM,0
5/16/24,10:00:00 PM,0
5/16/24,11:00:00 PM,0
5/17/24,12:00:00 AM,0
5/17/24,1:00:00 AM,0
5/17/24,2:00:00 AM,0
5/17/24,3:00:00 AM,0
5/17/24,4:00:00 AM,0
5/17/24,5:00:00 AM,0
5/17/24,6:00:00 AM,14
5/17/24,7:00:00 AM,45
5/17/24,8:00:00 AM,147
5/17/24,9:00:00 AM,174
5/17/24,10:00:00 AM,231
5/17/24,11:00:00 AM,258
5/17/24,12:00:00 PM,405
5/17/24,1:00:00 PM,375
5/17/24,2:00:00 PM,230
5/17/24,3:00:00 PM,379
5/17/24,4:00:00 PM,210
5/17/24,5:00:00 PM,179
5/17/24,6:00:00 PM,85
5/17/24,7:00:00 PM,45
5/17/24,8:00:00 PM,2
5/17/24,9:00:00 PM,0
5/17/24,10:00:00 PM,0
5/17/24,11:00:00 PM,0
5/18/24,12:00:00 AM,0
5/18/24,1:00:00 AM,0
5/18/24,2:00:00 AM,0
5/18/24,3:00:00 AM,0
5/18/24,4:00:00 AM,0
5/18/24,5:00:00 AM,3
5/18/24,6:00:00 AM,34
5/18/24,7:00:00 AM,32
5/18/24,8:00:00 AM,90
5/18/24,9:00:00 AM,117
5/18/24,10:00:00 AM,92
5/18/24,11:00:00 AM,108
5/18/24,12:00:00 PM,270
5/18/24,1:00:00 PM,231
5/18/24,2:00:00 PM,357
5/18/24,3:00:00 PM,227
5/18/24,4:00:00 PM,403
5/18/24,5:00:00 PM,101
5/18/24,6:00:00 PM,35
5/18/24,7:00:00 PM,14
5/18/24,8:00:00 PM,1
5/18/24,9:00:00 PM,0
5/18/24,10:00:00 PM,0
5/18/24,11:00:00 PM,0
5/19/24,12:00:00 AM,0
5/19/24,1:00:00 AM,0
5/19/24,2:00:00 AM,0
5/19/24,3:00:00 AM,0
5/19/24,4:00:00 AM,0
5/19/24,5:00:00 AM,2
5/19/24,6:00:00 AM,44
5/19/24,7:00:00 AM,168
5/19/24,8:00:00 AM,301
5/19/24,9:00:00 AM,267
5/19/24,10:00:00 AM,295
5/19/24,11:00:00 AM,373
5/19/24,12:00:00 PM,493
5/19/24,1:00:00 PM,367
5/19/24,2:00:00 PM,398
5/19/24,3:00:00 PM,245
5/19/24,4:00:00 PM,567
5/19/24,5:00:00 PM,497
5/19/24,6:00:00 PM,234
5/19/24,7:00:00 PM,73
5/19/24,8:00:00 PM,3
5/19/24,9:00:00 PM,0
5/19/24,10:00:00 PM,0
5/19/24,11:00:00 PM,0
5/20/24,12:00:00 AM,0
5/20/24,1:00:00 AM,0
5/20/24,2:00:00 AM,0
5/20/24,3:00:00 AM,0
5/20/24,4:00:00 AM,0
5/20/24,5:00:00 AM,2
5/20/24,6:00:00 AM,37
5/20/24,7:00:00 AM,105
5/20/24,8:00:00 AM,265
5/20/24,9:00:00 AM,431
5/20/24,10:00:00 AM,436
5/20/24,11:00:00 AM,398
5/20/24,12:00:00 PM,421
5/20/24,1:00:00 PM,527
5/20/24,2:00:00 PM,811
5/20/24,3:00:00 PM,621
5/20/24,4:00:00 PM,498
5/20/24,5:00:00 PM,431
5/20/24,6:00:00 PM,227
5/20/24,7:00:00 PM,77
5/20/24,8:00:00 PM,3
5/20/24,9:00:00 PM,0
5/20/24,10:00:00 PM,0
5/20/24,11:00:00 PM,0
5/21/24,12:00:00 AM,0
5/21/24,1:00:00 AM,0
5/21/24,2:00:00 AM,0
5/21/24,3:00:00 AM,0
5/21/24,4:00:00 AM,0
5/21/24,5:00:00 AM,1
5/21/24,6:00:00 AM,29
5/21/24,7:00:00 AM,109
5/21/24,8:00:00 AM,184
5/21/24,9:00:00 AM,304
5/21/24,10:00:00 AM,710
5/21/24,11:00:00 AM,860
5/21/24,12:00:00 PM,917
5/21/24,1:00:00 PM,886
5/21/24,2:00:00 PM,814
5/21/24,3:00:00 PM,750
5/21/24,4:00:00 PM,609
5/21/24,5:00:00 PM,422
5/21/24,6:00:00 PM,234
5/21/24,7:00:00 PM,70
5/21/24,8:00:00 PM,4
5/21/24,9:00:00 PM,0
5/21/24,10:00:00 PM,0
5/21/24,11:00:00 PM,0
5/22/24,12:00:00 AM,0
5/22/24,1:00:00 AM,0
5/22/24,2:00:00 AM,0
5/22/24,3:00:00 AM,0
5/22/24,4:00:00 AM,0
5/22/24,5:00:00 AM,3
5/22/24,6:00:00 AM,77
5/22/24,7:00:00 AM,224
5/22/24,8:00:00 AM,424
5/22/24,9:00:00 AM,613
5/22/24,10:00:00 AM,754
5/22/24,11:00:00 AM,851
5/22/24,12:00:00 PM,901
5/22/24,1:00:00 PM,902
5/22/24,2:00:00 PM,837
5/22/24,3:00:00 PM,732
5/22/24,4:00:00 PM,521
5/22/24,5:00:00 PM,329
5/22/24,6:00:00 PM,157
5/22/24,7:00:00 PM,51
5/22/24,8:00:00 PM,4
5/22/24,9:00:00 PM,0
5/22/24,10:00:00 PM,0
5/22/24,11:00:00 PM,0
5/28/24,12:00:00 AM,0
5/28/24,1:00:00 AM,0
5/28/24,2:00:00 AM,0
5/28/24,3:00:00 AM,0
5/28/24,4:00:00 AM,0
5/28/24,5:00:00 AM,7
5/28/24,6:00:00 AM,114
5/28/24,7:00:00 AM,291
5/28/24,8:00:00 AM,466
5/28/24,9:00:00 AM,636
5/28/24,10:00:00 AM,779
5/28/24,11:00:00 AM,880
5/28/24,12:00:00 PM,726
5/28/24,1:00:00 PM,887
5/28/24,2:00:00 PM,853
5/28/24,3:00:00 PM,652
5/28/24,4:00:00 PM,589
5/28/24,5:00:00 PM,448
5/28/24,6:00:00 PM,255
5/28/24,7:00:00 PM,89
5/28/24,8:00:00 PM,5
5/28/24,9:00:00 PM,0
5/28/24,10:00:00 PM,0
5/28/24,11:00:00 PM,0
5/29/24,12:00:00 AM,0
5/29/24,1:00:00 AM,0
5/29/24,2:00:00 AM,0
5/29/24,3:00:00 AM,0
5/29/24,4:00:00 AM,0
5/29/24,5:00:00 AM,8
5/29/24,6:00:00 AM,107
5/29/24,7:00:00 AM,281
5/29/24,8:00:00 AM,466
5/29/24,9:00:00 AM,622
5/29/24,10:00:00 AM,484
5/29/24,11:00:00 AM,758
5/29/24,12:00:00 PM,846
5/29/24,1:00:00 PM,556
5/29/24,2:00:00 PM,299
5/29/24,3:00:00 PM,640
5/29/24,4:00:00 PM,425
5/29/24,5:00:00 PM,121
5/29/24,6:00:00 PM,39
5/29/24,7:00:00 PM,12
5/29/24,8:00:00 PM,1
5/29/24,9:00:00 PM,0
5/29/24,10:00:00 PM,0
5/29/24,11:00:00 PM,0
5/30/24,12:00:00 AM,0
5/30/24,1:00:00 AM,0
5/30/24,2:00:00 AM,0
5/30/24,3:00:00 AM,0
5/30/24,4:00:00 AM,0
5/30/24,5:00:00 AM,5
5/30/24,6:00:00 AM,114
5/30/24,7:00:00 AM,284
5/30/24,8:00:00 AM,481
5/30/24,9:00:00 AM,658
5/30/24,10:00:00 AM,803
5/30/24,11:00:00 AM,884
5/30/24,12:00:00 PM,973
5/30/24,1:00:00 PM,983
5/30/24,2:00:00 PM,885
5/30/24,3:00:00 PM,680
5/30/24,4:00:00 PM,489
5/30/24,5:00:00 PM,471
5/30/24,6:00:00 PM,282
5/30/24,7:00:00 PM,99
5/30/24,8:00:00 PM,6
5/30/24,9:00:00 PM,0
5/30/24,10:00:00 PM,0
5/30/24,11:00:00 PM,0
5/31/24,12:00:00 AM,0
5/31/24,1:00:00 AM,0
5/31/24,2:00:00 AM,0
5/31/24,3:00:00 AM,0
5/31/24,4:00:00 AM,0
5/31/24,5:00:00 AM,6
5/31/24,6:00:00 AM,103
5/31/24,7:00:00 AM,286
5/31/24,8:00:00 AM,479
5/31/24,9:00:00 AM,655
5/31/24,10:00:00 AM,798
5/31/24,11:00:00 AM,843
5/31/24,12:00:00 PM,921
5/31/24,1:00:00 PM,819
5/31/24,2:00:00 PM,900
5/31/24,3:00:00 PM,781
5/31/24,4:00:00 PM,644
5/31/24,5:00:00 PM,465
5/31/24,6:00:00 PM,275
5/31/24,7:00:00 PM,102
5/31/24,8:00:00 PM,7
5/31/24,9:00:00 PM,0
5/31/24,10:00:00 PM,0
5/31/24,11:00:00 PM,0
6/1/24,12:00:00 AM,0
6/1/24,1:00:00 AM,0
6/1/24,2:00:00 AM,0
6/1/24,3:00:00 AM,0
6/1/24,4:00:00 AM,0
6/1/24,5:00:00 AM,8
6/1/24,6:00:00 AM,113
6/1/24,7:00:00 AM,291
6/1/24,8:00:00 AM,482
